25a1c207f703a4b1911bc0bf61becc4d,106.7419480322,26.511091586,2016-09-07 00:10:12.0
25a1c207f703a4b1911bc0bf61becc4d,106.7443180575,26.5021966877,2016-09-07 01:04:15.0
25a1c207f703a4b1911bc0bf61becc4d,106.7239188,26.52201572,2016-09-07 03:07:31.0
25a1c207f703a4b1911bc0bf61becc4d,106.7425770196,26.5210655659,2016-09-07 06:29:16.0
25a1c207f703a4b1911bc0bf61becc4d,106.7419480322,26.511091586,2016-09-07 06:29:58.0
25a1c207f703a4b1911bc0bf61becc4d,106.7443180575,26.5021966877,2016-09-07 06:33:39.0
25a1c207f703a4b1911bc0bf61becc4d,106.7464585471,26.467468926,2016-09-07 06:44:24.0
25a1c207f703a4b1911bc0bf61becc4d,106.7246140411,26.5162898638,2016-09-07 06:49:21.0
25a1c207f703a4b1911bc0bf61becc4d,106.7062859,26.51902056,2016-09-07 11:31:41.0
25a1c207f703a4b1911bc0bf61becc4d,106.7062859,26.51902056,2016-09-07 11:32:14.0
25a1c207f703a4b1911bc0bf61becc4d,106.712793,26.52594266,2016-09-07 11:38:07.0
25a1c207f703a4b1911bc0bf61becc4d,106.712793,26.52594266,2016-09-07 11:38:16.0
25a1c207f703a4b1911bc0bf61becc4d,106.7174332,26.52616251,2016-09-07 11:41:18.0
25a1c207f703a4b1911bc0bf61becc4d,106.7174332,26.52616251,2016-09-07 11:41:25.0
25a1c207f703a4b1911bc0bf61becc4d,106.7395266091,26.5170323359,2016-09-07 16:50:14.0
25a1c207f703a4b1911bc0bf61becc4d,106.7395266091,26.5170323359,2016-09-07 16:50:26.0
25a1c207f703a4b1911bc0bf61becc4d,106.7413997,26.49621565,2016-09-07 17:19:29.0
25a1c207f703a4b1911bc0bf61becc4d,106.7413997,26.49621565,2016-09-07 17:19:35.0
25a1c207f703a4b1911bc0bf61becc4d,106.7413997,26.49621565,2016-09-07 17:19:43.0
25a1c207f703a4b1911bc0bf61becc4d,106.744318,26.50213646,2016-09-07 17:31:19.0
25a1c207f703a4b1911bc0bf61becc4d,106.744318,26.50213646,2016-09-07 17:31:43.0
25a1c207f703a4b1911bc0bf61becc4d,106.7413997,26.49621565,2016-09-07 18:56:27.0
25a1c207f703a4b1911bc0bf61becc4d,106.7413997,26.49621565,2016-09-07 18:56:57.0
25a1c207f703a4b1911bc0bf61becc4d,106.7413997,26.49621565,2016-09-07 18:57:11.0
25a1c207f703a4b1911bc0bf61becc4d,106.7174332,26.52616251,2016-09-07 19:42:41.0
25a1c207f703a4b1911bc0bf61becc4d,106.7413997,26.49621565,2016-09-07 20:44:42.0
25a1c207f703a4b1911bc0bf61becc4d,106.7464585471,26.467468926,2016-09-07 22:37:08.0
25a1c207f703a4b1911bc0bf61becc4d,106.7466912507,26.4672538229,2016-09-07 22:37:22.0
