幸福小区,26.372743,106.675224
花溪机械厂家属宿舍14栋,26.372592,106.679088
贵州财经大学花溪校区翠竹苑,26.378789,106.647628
贵州财经大学花溪校区翠竹苑-1栋,26.377751,106.647431
贵州财经大学花溪校区樱花苑-3栋,26.378598,106.648984
贵州财经大学花溪校区樱花苑,26.37891,106.649848
学生宿舍8,26.382755,106.633225
贵州医科大学(花溪校区)东区-3栋,26.379031,106.641711
贵州财经大学花溪校区翠竹苑-3栋,26.379894,106.647668
贵州医科大学(花溪校区)东区-1栋,26.380711,106.644003
贵州财经大学花溪校区樱花苑-2栋,26.379449,106.65052
贵州财经大学花溪校区樱花苑-1栋,26.379602,106.649402
贵阳中医学院花溪校区男生宿舍J1楼,26.387865,106.629295
贵阳中医学院花溪校区杏园3栋,26.386349,106.630419
九栋宿舍楼,26.384209,106.633093
贵阳中医学院花溪校区杏园2栋,26.387014,106.630705
南溪苑,26.388003,106.688987
